index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
355556,88,6,09/11/2013,218,1,0,0,0,2077
532376,598,2,29/01/2013,628,1,0,0,0,5208
631406,169,2,26/02/2013,636,1,0,0,0,5356
694955,1038,1,25/05/2015,0,0,0,a,0,0
178238,491,1,15/06/2015,747,1,1,0,0,8445
178096,145,3,28/05/2014,1175,1,0,0,0,9238
417458,400,5,04/01/2013,1072,1,0,0,1,8133
551813,629,3,11/06/2014,632,1,0,0,1,5546
466585,803,4,09/01/2014,477,1,1,0,1,5393
323571,361,6,04/05/2013,592,1,0,0,0,5884
389097,51,3,04/06/2014,528,1,1,0,0,6574
345811,892,2,14/01/2014,720,1,0,0,0,5892
606384,854,7,26/10/2014,0,0,0,0,0,0
644794,49,6,03/01/2015,513,1,0,0,0,6016
312470,366,1,30/09/2013,699,1,0,0,0,6300
539929,216,5,10/05/2013,956,1,0,0,0,7765
398947,974,5,16/05/2014,1515,1,0,0,0,10382
435296,924,2,01/07/2014,542,1,1,0,0,6178
223666,458,5,29/11/2013,637,1,0,0,0,6547
169270,6,1,22/07/2013,753,1,0,0,1,5997
590607,942,2,05/11/2013,481,1,1,0,0,5725
124706,940,2,14/04/2015,880,1,1,0,0,8961
605107,754,6,21/09/2013,820,1,0,0,0,7394
476119,1029,5,28/03/2014,721,1,0,0,0,6298
322652,458,4,08/01/2015,585,1,1,0,1,6111
431316,881,5,15/03/2013,518,1,0,0,0,4615
438813,623,6,21/12/2013,832,1,0,0,0,8410
460162,348,5,20/09/2013,723,1,0,0,0,6336
278715,422,7,13/04/2014,0,0,0,0,0,0
76423,265,7,10/11/2013,0,0,0,0,0,0
203237,69,7,30/11/2014,0,0,0,0,0,0
354262,741,3,19/06/2013,842,1,1,0,0,7873
378194,50,4,25/09/2014,272,1,0,0,0,3141
673271,906,2,11/02/2014,1216,1,0,0,0,9183
77392,593,6,21/12/2013,1686,1,0,0,0,13771
86995,847,6,10/01/2015,1047,1,0,0,0,8656
417284,582,7,17/08/2014,0,0,0,0,1,0
483224,128,6,19/01/2013,513,1,0,0,0,4865
530901,75,2,27/01/2015,598,1,1,0,0,6554
583162,1090,6,10/05/2014,385,1,0,0,0,3648
677277,603,3,04/12/2013,1129,1,1,0,0,10928
198863,679,3,02/10/2013,1136,1,0,0,1,7789
128440,963,1,18/08/2014,1501,1,1,0,1,13480
141843,158,3,23/07/2014,437,1,0,0,0,4580
76761,245,7,05/10/2014,0,0,0,0,0,0
304825,154,7,22/06/2014,0,0,0,0,0,0
233158,724,4,12/02/2015,637,1,0,0,0,5703
64046,828,2,20/01/2015,459,1,0,0,0,4330
139665,8,4,10/04/2014,752,1,0,0,0,5925
543218,106,5,21/11/2014,836,1,0,0,0,7024
478995,513,5,02/05/2014,2348,1,1,0,1,19593
290291,519,7,01/02/2015,0,0,0,0,0,0
374308,236,7,06/04/2014,0,0,0,0,0,0
70387,383,6,29/03/2014,2240,1,0,0,0,16494
261829,865,5,19/12/2014,745,1,1,0,0,8126
545011,314,7,30/03/2014,0,0,0,0,0,0
377214,362,4,18/12/2014,1501,1,1,0,0,13454
282542,383,6,25/07/2015,1885,1,0,0,0,14486
511903,845,6,05/01/2013,350,1,0,0,0,3147
194993,590,6,25/07/2015,476,1,0,0,0,4799
218470,1066,4,07/02/2013,1064,1,1,0,0,9006
403731,1002,2,24/09/2013,680,1,1,0,0,6270
250632,934,7,10/05/2015,0,0,0,0,0,0
301779,965,7,05/04/2015,0,0,0,0,1,0
313180,957,6,15/03/2014,491,1,0,0,0,4586
207033,822,4,19/09/2013,473,1,0,0,0,4372
82272,796,1,08/06/2015,694,1,0,0,0,6512
96555,821,3,27/02/2013,768,1,0,0,0,6489
427584,231,6,04/01/2014,422,1,0,0,0,4134
472052,817,3,29/04/2015,3249,1,1,0,0,25189
61694,672,6,26/04/2014,1386,1,0,0,0,8983
49397,992,7,29/03/2015,0,0,0,0,0,0
225137,723,5,11/10/2013,574,1,1,0,0,6247
356841,835,2,24/09/2013,667,1,1,0,0,6441
285339,942,6,13/09/2014,462,1,0,0,0,4483
706036,509,7,25/05/2014,0,0,0,0,0,0
8765,986,7,19/07/2015,0,0,0,0,0,0
222363,135,6,28/09/2013,587,1,0,0,0,5726
641149,309,3,12/03/2014,442,1,0,0,0,4165
83490,971,6,19/10/2013,851,1,0,0,0,6794
551529,585,5,10/04/2015,743,1,0,0,1,6550
597446,59,3,22/10/2014,528,1,1,0,0,5706
103660,39,6,30/03/2013,619,1,0,0,0,5895
622449,47,7,16/11/2014,0,0,0,0,0,0
621268,604,4,29/05/2014,0,0,0,a,0,0
264548,373,6,02/11/2013,399,1,0,0,0,4430
60216,635,1,26/08/2013,894,1,1,0,1,9190
327514,849,7,09/11/2014,0,0,0,0,0,0
168015,3,1,27/01/2014,633,1,0,0,0,4634
109466,353,7,19/04/2015,1885,1,0,0,0,8701
607010,409,5,10/10/2014,625,1,1,0,0,6679
539432,1059,6,20/09/2014,991,1,0,0,0,7531
711788,391,1,18/11/2013,935,1,1,0,0,9925
334381,131,2,18/03/2014,480,1,1,0,0,5490
151551,1038,6,05/04/2014,515,1,0,0,0,5108
542793,673,3,09/01/2013,458,1,1,0,0,4989
179901,561,1,11/08/2014,664,1,0,0,1,5460
627947,375,3,12/11/2014,772,1,1,0,0,7930
60240,26,1,30/03/2015,787,1,1,0,1,10487
382191,311,6,07/09/2013,514,1,0,0,0,4991
490541,138,7,14/09/2014,0,0,0,0,0,0
399190,454,2,31/03/2015,928,1,1,0,0,10570
178095,670,3,03/04/2013,637,1,0,0,1,5524
177533,619,4,10/10/2013,420,1,1,0,0,4779
54093,1016,7,29/12/2013,0,0,0,0,0,0
561649,120,7,11/05/2014,0,0,0,0,0,0
18633,40,5,07/02/2014,525,1,1,0,0,5166
682959,955,4,02/04/2015,712,1,1,0,1,7726
682830,419,6,16/05/2015,638,1,0,0,0,5802
546451,592,6,30/08/2014,369,1,0,0,0,3606
112075,573,3,27/11/2013,319,1,0,0,0,3642
78783,510,6,27/04/2013,510,1,0,0,0,4602
293257,998,2,08/04/2014,501,1,0,0,0,4740
115968,319,6,30/03/2013,1044,1,0,0,0,9453
323404,330,7,19/05/2013,0,0,0,0,0,0
268533,394,3,27/02/2013,538,1,0,0,0,4824
105144,340,2,30/04/2013,834,1,1,0,0,9083
454113,717,5,14/02/2014,550,1,0,0,0,5397
53659,939,5,12/07/2013,560,1,0,0,0,5263
542695,448,6,11/04/2015,512,1,0,0,0,5035
130224,1028,4,30/10/2014,588,1,0,0,0,5233
512243,96,1,04/05/2015,876,1,1,0,0,9832
237581,422,6,04/01/2014,438,1,0,0,0,3914
138603,445,2,12/03/2013,791,1,0,0,0,6110
351467,812,5,05/12/2014,1046,1,1,0,0,10674
268128,775,4,15/05/2014,540,1,0,0,0,4789
175066,636,7,10/02/2013,0,0,0,0,0,0
75775,564,2,16/07/2013,480,1,1,0,0,5512
305623,532,2,15/04/2014,1490,1,1,0,1,13136
357771,782,1,22/04/2013,508,1,1,0,0,5506
667100,849,4,31/07/2014,1096,1,1,0,1,10471
10349,456,5,27/03/2015,786,1,0,0,0,6913
55081,1015,3,18/09/2013,401,1,0,0,0,3745
48749,751,2,02/07/2013,666,1,1,0,0,7115
607169,1051,5,05/12/2014,1245,1,1,0,0,11641
613049,248,3,20/08/2014,1161,1,1,0,1,9890
174040,326,3,08/07/2015,357,1,0,0,0,3724
538933,641,5,19/06/2015,511,1,1,0,0,5711
12264,1020,4,21/03/2013,1152,1,1,0,0,9612
91516,439,4,17/01/2013,759,1,0,0,0,5863
85542,572,3,05/03/2014,566,1,1,0,0,6316
407720,932,4,11/04/2013,834,1,1,0,0,7642
427556,19,2,25/11/2014,743,1,1,0,0,8031
638603,1061,6,03/05/2014,684,1,0,0,0,6339
323655,340,3,27/02/2013,637,1,0,0,0,5560
436866,1052,7,17/08/2014,0,0,0,0,0,0
265605,226,1,19/08/2013,716,1,0,0,0,5967
146382,392,1,13/04/2015,1045,1,1,0,0,11101
422536,152,1,30/09/2013,679,1,0,0,0,6505
427628,1020,5,03/01/2014,1107,1,0,0,1,8915
17980,353,3,05/11/2014,1579,1,1,0,0,10111
340713,602,5,02/01/2015,608,1,0,0,1,5942
147257,747,4,05/06/2014,748,1,1,0,1,7777
279977,418,4,21/05/2015,587,1,1,0,0,5678
235016,1093,6,20/12/2014,1241,1,0,0,0,12374
697564,883,5,03/10/2014,0,0,1,a,0,0
193842,998,3,12/03/2014,492,1,0,0,0,4618
179995,717,5,14/11/2014,645,1,1,0,0,6821
554446,345,3,11/02/2015,458,1,0,0,0,4557
578699,307,6,22/02/2014,153,1,0,0,0,1540
269393,986,2,30/09/2014,900,1,1,0,0,9305
105994,1034,6,16/03/2013,266,1,0,0,0,2468
330273,995,6,07/12/2013,690,1,0,0,0,7502
249080,779,4,02/01/2014,689,1,0,0,1,5975
307769,979,4,14/03/2013,564,1,0,0,0,4777
363609,363,3,24/06/2015,822,1,0,0,0,6660
49402,1029,1,29/12/2014,721,1,0,0,1,6796
395165,1006,4,05/03/2015,882,1,1,0,0,7771
634251,484,3,03/07/2013,642,1,1,0,1,6503
200141,903,5,06/03/2015,835,1,1,0,0,8442
127422,158,6,18/07/2015,589,1,0,0,0,6267
478915,263,5,03/07/2015,420,1,1,0,0,4877
379914,238,2,13/08/2013,1185,1,1,0,1,10085
494935,1057,4,31/10/2013,666,1,0,0,0,5966
435738,730,3,04/02/2015,893,1,1,0,1,8584
451586,704,4,10/04/2014,1076,1,0,0,0,8365
171149,454,1,22/09/2014,632,1,0,0,0,5243
626633,366,6,04/01/2014,328,1,0,0,0,3096
98524,513,3,02/07/2014,2330,1,1,0,0,19056
576811,32,5,19/07/2013,519,1,1,0,0,5084
442599,450,7,26/05/2013,0,0,0,0,0,0
119281,353,3,21/08/2013,1098,1,0,0,1,7503
531830,804,5,08/02/2013,475,1,1,0,0,5318
308328,185,1,21/04/2014,0,0,0,b,1,0
537328,415,7,03/02/2013,0,0,0,0,0,0
53340,454,5,04/07/2014,812,1,1,0,0,7732
161547,572,3,22/05/2013,494,1,0,0,0,4652
671582,393,3,12/02/2014,523,1,0,0,0,4800
650713,610,1,10/03/2014,463,1,0,0,0,4415
347781,894,5,23/08/2013,1016,1,0,0,1,7491
73754,1019,1,20/07/2015,701,1,0,0,0,6207
471440,627,6,01/11/2014,721,1,0,0,0,7006
148641,672,6,11/01/2014,1486,1,0,0,0,9427
127476,116,4,23/07/2015,670,1,0,0,1,5972
465892,793,4,28/11/2013,375,1,0,0,0,3853
273133,462,3,05/03/2014,629,1,1,0,0,6535
154452,258,4,14/03/2013,393,1,0,0,0,3788
514437,366,7,06/01/2013,0,0,0,a,0,0
414606,617,2,02/09/2014,678,1,1,0,0,7267
364000,167,5,07/06/2013,1024,1,1,0,0,8826
214947,1107,7,29/09/2013,0,0,0,0,0,0
587326,731,3,18/12/2013,1492,1,1,0,0,14757
584518,132,6,07/12/2013,643,1,0,0,0,6713
587012,135,1,01/07/2013,601,1,1,0,0,7096
704550,705,2,17/06/2014,1039,1,1,0,0,9605
112522,105,3,21/05/2014,603,1,1,0,0,6247
450215,125,7,14/12/2014,0,0,0,0,0,0
337760,384,3,20/02/2013,882,1,1,0,1,8242
535856,326,6,20/06/2015,491,1,0,0,0,4889
671914,149,3,23/01/2013,489,1,1,0,0,5625
484318,1032,3,05/02/2014,1007,1,1,0,1,9298
650455,103,4,05/12/2013,511,1,1,0,0,5977
202099,836,3,11/02/2015,680,1,0,0,1,5432
27322,1001,3,18/09/2013,484,1,0,0,0,4038
87594,100,5,18/01/2013,620,1,0,0,0,5605
137490,570,4,28/03/2013,1193,1,1,0,1,10726
232240,673,2,30/07/2013,704,1,1,0,1,7616
579662,9,3,17/04/2013,437,1,0,0,0,4003
31440,198,1,05/01/2015,565,1,1,0,0,6656
50530,1094,4,29/05/2014,0,0,0,a,0,0
502169,242,6,15/02/2014,343,1,0,0,0,3162
479461,845,3,16/07/2014,322,1,1,0,1,3740
483727,939,7,31/05/2015,0,0,0,0,0,0
700938,935,7,22/09/2013,0,0,0,0,0,0
215000,68,1,27/04/2015,1101,1,1,0,0,10608
116406,531,5,08/08/2014,571,1,1,0,1,5980
331959,700,3,09/07/2014,416,1,0,0,0,4140
357039,184,6,13/04/2013,553,1,0,0,0,5307
55704,287,4,30/07/2015,856,1,1,0,0,9206
617251,843,4,08/01/2015,908,1,1,0,0,8860
432670,991,7,24/05/2015,0,0,0,0,0,0
263265,153,7,14/04/2013,0,0,0,0,0,0
191155,311,5,20/02/2015,837,1,1,0,0,7961
241129,799,2,26/02/2013,769,1,0,0,0,6559
477583,982,6,18/04/2015,534,1,0,0,0,5414
459446,1102,1,08/06/2015,698,1,0,0,0,6338
530582,48,7,08/06/2014,0,0,0,0,0,0
565117,761,3,09/04/2014,903,1,0,0,0,6824
269720,954,3,23/07/2014,847,1,0,0,1,6472
345417,660,5,26/04/2013,583,1,1,0,0,5819
544981,106,6,04/05/2013,608,1,0,0,0,5896
474241,334,1,16/12/2013,906,1,1,0,0,11048
487767,508,6,19/01/2013,480,1,0,0,0,4597
305588,836,1,19/08/2013,692,1,0,0,1,5513
627817,732,7,10/11/2013,0,0,0,0,0,0
434578,1069,3,17/07/2013,1129,1,1,0,1,9670
663082,293,3,18/06/2014,832,1,1,0,0,7812
589516,822,2,19/11/2013,710,1,1,0,0,7484
225851,712,5,22/03/2013,614,1,1,0,0,6676
410681,1091,6,20/12/2014,838,1,0,0,0,8975
262565,464,4,16/07/2015,1276,1,1,0,1,10705
527788,536,6,28/06/2014,574,1,0,0,0,5720
202697,769,2,20/08/2013,2485,1,0,0,1,10636
390607,922,7,09/11/2014,0,0,0,0,0,0
274125,543,2,11/11/2014,251,1,1,0,0,3022
309896,120,3,05/06/2013,670,1,1,0,0,6766
405217,958,4,16/04/2015,543,1,1,0,0,5807
352464,606,3,29/05/2013,680,1,1,0,0,7185
307842,1053,7,18/05/2014,0,0,0,0,0,0
421334,571,1,01/07/2013,684,1,1,0,0,7749
198400,392,4,04/04/2013,655,1,0,0,1,5967
569609,396,3,17/06/2015,1183,1,1,0,0,10553
81916,444,3,04/02/2015,1213,1,1,0,0,10231
57526,391,5,09/01/2015,755,1,1,0,0,8025
516566,199,4,28/03/2013,881,1,1,0,1,8727
517697,922,2,12/05/2015,698,1,0,0,0,6092
667256,230,7,28/09/2014,0,0,0,0,0,0
125800,864,6,09/05/2015,405,1,0,0,0,3867
562325,142,6,06/09/2014,392,1,0,0,0,3609
253319,329,2,16/04/2013,571,1,0,0,0,4711
435955,751,6,26/04/2014,496,1,0,0,0,4805
110919,776,1,30/12/2013,821,1,0,0,1,7951
670312,35,5,17/04/2015,911,1,1,0,0,8972
663470,50,5,17/05/2013,381,1,1,0,0,4938
498189,1097,2,21/07/2015,2823,1,0,0,0,10990
178713,205,2,28/05/2013,925,1,1,0,0,8882
248364,734,4,30/10/2014,539,1,0,0,0,5159
297040,227,7,17/08/2014,0,0,0,0,0,0
610273,326,5,09/05/2014,522,1,1,0,0,5544
380708,1058,6,30/08/2014,566,1,0,0,0,5648
12846,164,2,02/04/2013,623,1,0,0,1,5458
453748,1070,7,24/02/2013,0,0,0,0,0,0
131387,814,3,24/12/2014,473,1,0,0,1,4568
92270,282,6,02/03/2013,531,1,0,0,0,5258
430104,189,2,15/04/2014,1051,1,1,0,1,9771
451152,295,5,26/06/2015,594,1,0,0,0,5587
696288,1064,2,24/12/2013,890,1,0,0,1,7689
556985,1071,3,06/03/2013,773,1,1,0,0,7204
328210,986,5,23/01/2015,542,1,0,0,0,4904
483437,158,5,06/12/2013,596,1,1,0,0,6994
19465,142,3,29/01/2014,507,1,0,0,0,4519
468719,921,7,12/05/2013,0,0,0,0,0,0
591685,917,5,30/08/2013,987,1,1,0,1,9023
159160,387,5,15/11/2013,1080,1,0,0,0,8568
377654,591,2,23/12/2014,725,1,0,0,1,6868
460840,252,7,09/03/2014,0,0,0,0,0,0
97768,99,4,11/07/2013,340,1,0,0,0,3427
415151,449,2,24/06/2014,1413,1,0,0,0,9763
331183,402,5,24/07/2015,526,1,0,0,1,5151
119823,687,5,22/11/2013,687,1,1,0,0,6947
294032,860,5,27/12/2013,838,1,0,0,1,7264
147777,235,5,24/05/2013,517,1,0,0,0,4890
581245,329,5,17/07/2015,651,1,1,0,1,6513
615180,775,5,30/01/2015,589,1,1,0,0,6457
81860,688,4,24/04/2014,358,1,0,0,0,3548
412467,246,1,01/12/2014,1191,1,1,0,0,12401
452049,698,5,25/04/2014,1764,1,0,0,1,12361
319233,1075,1,20/07/2015,1171,1,0,0,1,10773
528359,269,6,28/06/2014,879,1,0,0,0,7606
16174,259,7,29/03/2015,2630,1,0,0,0,16411
232118,620,4,22/01/2015,565,1,0,0,0,5077
250925,928,4,08/01/2015,594,1,1,0,0,6083
697705,618,2,12/03/2013,112,1,0,0,0,1768
182072,609,1,25/05/2015,0,0,0,a,0,0
15874,364,2,12/11/2013,556,1,0,0,0,4862
134749,1063,2,12/03/2013,432,1,0,0,1,4104
585165,262,3,04/06/2014,3423,1,1,0,0,20503
343494,297,7,08/09/2013,0,0,0,0,0,0
443480,199,3,12/03/2014,506,1,0,0,0,4570
39564,130,1,28/07/2014,664,1,1,0,1,7658
523811,426,2,16/09/2014,733,1,1,0,0,6900
172741,856,3,19/06/2013,955,1,1,0,0,8254
235632,624,2,30/09/2014,787,1,1,0,0,8471
167992,1029,7,26/05/2013,0,0,0,0,0,0
540441,391,7,08/06/2014,0,0,0,0,0,0
294072,340,4,05/12/2013,849,1,1,0,0,9288
483168,889,5,24/05/2013,502,1,0,0,0,4699
307354,347,1,25/05/2015,0,0,0,a,0,0
512521,1034,2,21/10/2014,922,1,1,0,1,8397
306356,256,2,17/09/2013,1016,1,0,0,0,7391
146810,98,3,24/09/2014,376,1,0,0,0,3615
388919,685,6,20/12/2014,393,1,0,0,0,4239
653406,694,1,11/11/2013,703,1,0,0,0,6076
630892,697,1,22/09/2014,915,1,0,0,0,7143
640303,409,7,12/04/2015,0,0,0,0,0,0
678060,486,7,08/02/2015,0,0,0,0,0,0
232842,322,6,11/07/2015,239,1,0,0,0,2421
202718,1106,6,22/11/2014,364,1,0,0,0,3516
646611,8,3,06/11/2013,655,1,1,0,0,6405
154471,966,7,21/06/2015,0,0,0,0,0,0
564797,554,7,26/04/2015,0,0,0,0,0,0
541864,1005,6,23/08/2014,848,1,0,0,0,6580
433719,103,1,20/04/2015,476,1,0,0,0,4606
471659,754,3,23/10/2013,926,1,1,0,1,8478
581341,889,4,18/04/2013,460,1,0,0,0,4195
266827,473,1,15/09/2014,608,1,1,0,0,6934
438937,671,1,29/04/2013,663,1,1,0,0,7472
584366,928,3,15/10/2014,539,1,0,0,1,4649
420550,879,3,12/03/2014,242,1,0,0,0,2495
99614,950,4,23/07/2015,562,1,0,0,0,5158
139492,17,6,24/01/2015,357,1,0,0,0,3003
280509,170,6,19/01/2013,442,1,0,0,0,4224
506333,908,2,17/09/2013,366,1,0,0,0,3451
457997,705,3,05/03/2014,1174,1,1,0,0,10563
373209,201,4,10/01/2013,432,1,1,0,0,4820
301296,823,4,19/02/2015,598,1,1,0,0,6108
301838,840,1,23/09/2013,1199,1,1,0,0,11729
510387,607,4,25/07/2013,322,1,0,0,1,3288
675113,591,6,11/01/2014,357,1,0,0,0,3399
361112,811,1,17/06/2013,802,1,1,0,0,8065
101966,616,5,08/11/2013,961,1,1,0,0,8456
282550,161,5,22/05/2015,915,1,1,0,0,8709
167985,317,5,14/03/2014,536,1,0,0,0,5057
467987,283,2,09/04/2013,763,1,1,0,0,7484
422079,172,7,23/02/2014,0,0,0,0,0,0
692098,56,5,28/02/2014,511,1,0,0,0,5513
624080,94,3,26/06/2013,513,1,0,0,0,4683
167594,145,5,14/03/2014,0,0,0,0,0,0
127779,508,1,06/04/2015,0,0,0,b,1,0
578639,236,7,26/01/2014,0,0,0,0,0,0
129676,190,1,21/01/2013,635,1,1,0,0,7052
518696,114,5,30/01/2015,621,1,1,0,0,6991
6226,492,7,05/01/2014,0,0,0,0,0,0
633209,1040,7,27/01/2013,0,0,0,0,0,0
387370,517,1,27/04/2015,721,1,1,0,0,8270
263827,365,2,18/03/2014,624,1,1,0,0,6472
497113,1026,2,27/01/2015,1299,1,1,0,0,11031
706021,998,3,02/04/2014,590,1,1,0,0,6479
572623,1061,7,22/02/2015,0,0,0,0,0,0
640322,24,3,19/02/2014,858,1,1,0,0,8649
184544,358,2,02/06/2015,1289,1,1,0,0,11863
10737,174,5,18/04/2014,0,0,1,b,1,0
584032,706,5,03/07/2015,631,1,1,0,0,6837
327651,920,5,17/04/2015,590,1,1,0,0,6161
670576,115,2,06/05/2014,528,1,1,0,0,6230
66301,29,1,09/02/2015,633,1,0,0,0,5373
526897,873,1,05/01/2015,555,1,1,0,0,6377
462834,151,5,10/05/2013,739,1,0,0,1,6668
507528,758,7,20/10/2013,0,0,0,0,0,0
220535,221,2,30/04/2013,674,1,1,0,0,7437
604762,597,2,24/02/2015,643,1,0,0,0,5356
437538,1114,3,16/04/2014,3764,1,1,0,0,22403
182507,202,1,26/08/2013,595,1,1,0,0,6752
637315,579,5,28/06/2013,937,1,0,0,0,7944
94727,117,7,21/07/2013,0,0,0,0,0,0
678736,1058,4,22/08/2013,544,1,0,0,1,4776
33982,191,7,11/08/2013,0,0,0,0,0,0
282781,364,6,24/08/2013,454,1,0,0,0,4068
483870,223,5,25/04/2014,700,1,0,0,1,6253
157356,550,3,10/12/2014,417,1,0,0,0,4233
343739,1074,7,24/02/2013,0,0,0,0,0,0
700025,772,6,21/12/2013,677,1,0,0,0,7032
322218,461,7,07/06/2015,0,0,0,0,0,0
23620,889,2,20/05/2014,461,1,1,0,0,5308
483484,1111,2,20/08/2013,426,1,0,0,1,4145
591952,629,3,13/11/2013,645,1,0,0,0,5594
520823,548,3,01/01/2014,0,0,0,a,1,0
150458,238,7,25/08/2013,0,0,0,0,0,0
564198,435,6,22/03/2014,265,1,0,0,0,2438
202916,464,5,11/04/2014,1101,1,0,0,0,8288
634680,407,5,07/06/2013,300,1,1,0,0,3611
207333,453,2,11/02/2014,611,1,0,0,0,5199
490213,484,4,03/10/2013,0,0,0,a,0,0
606321,680,1,13/04/2015,863,1,1,0,1,9094
42590,769,7,12/10/2014,2692,1,0,0,0,10683
520620,560,6,11/04/2015,1606,1,0,0,0,11564
631529,679,5,16/01/2015,1263,1,1,0,0,9895
322097,694,3,29/07/2015,784,1,1,0,0,8346
667305,209,7,31/05/2015,196,1,0,0,0,1571
586255,69,3,03/06/2015,1348,1,1,0,0,11563
363029,942,1,19/01/2015,394,1,0,0,0,4036
620410,18,3,22/04/2015,743,1,0,0,0,6009
222996,258,6,11/04/2015,391,1,0,0,0,3832
377112,692,6,20/06/2015,491,1,0,0,0,5044
335040,79,2,07/04/2015,637,1,0,0,1,5894
177676,302,3,07/05/2014,343,1,1,0,0,4102
471459,539,5,24/01/2014,1120,1,1,0,0,9976
172890,416,6,06/12/2014,1727,1,0,0,0,12359
402428,822,2,24/02/2015,453,1,0,0,0,4534
97449,93,7,13/07/2014,0,0,0,0,0,0
393827,861,3,24/06/2015,498,1,0,0,0,4530
614542,658,3,29/01/2014,469,1,0,0,0,4259
570633,208,1,01/04/2013,0,0,0,b,1,0
524255,695,3,07/08/2013,397,1,0,0,1,3930
381909,244,3,26/11/2014,562,1,1,0,0,6227
275368,349,1,01/07/2013,961,1,1,0,1,10163
275183,408,1,01/12/2014,557,1,1,0,0,7066
605642,151,4,27/06/2013,556,1,0,0,0,5293
170521,957,1,17/03/2014,1172,1,1,0,0,11120
173924,98,3,30/10/2013,318,1,0,0,1,3412
673917,708,6,28/03/2015,560,1,0,0,0,5958
652536,34,6,25/10/2014,905,1,0,0,0,7675
437389,254,6,28/09/2013,277,1,0,0,0,2784
696306,42,5,03/04/2015,0,0,1,b,1,0
699426,900,3,04/06/2014,582,1,1,0,0,6191
233313,989,1,10/03/2014,584,1,0,0,0,4947
429633,750,5,30/05/2014,469,1,0,0,0,4917
136765,341,5,05/12/2014,945,1,1,0,0,9756
514250,281,3,25/12/2013,0,0,0,c,1,0
296986,981,2,28/10/2014,621,1,0,0,1,5384
166770,846,5,07/02/2014,1048,1,1,0,0,9061
157823,906,4,08/05/2014,1406,1,1,0,0,11788
248293,700,2,30/09/2014,679,1,1,0,0,7706
449010,742,4,10/01/2013,830,1,1,0,0,7838
591106,272,6,19/07/2014,376,1,0,0,0,3312
650804,492,7,21/04/2013,0,0,0,0,0,0
597085,685,2,01/10/2013,736,1,0,0,0,6379
530971,906,3,09/04/2014,1226,1,0,0,0,9261
641016,890,7,26/01/2014,0,0,0,0,0,0
362214,648,7,29/03/2015,0,0,0,0,0,0
203670,596,2,03/09/2013,602,1,0,0,0,5134
619004,389,6,13/12/2014,1294,1,0,0,0,11235
62127,873,6,24/01/2015,266,1,0,0,0,2489
527523,986,6,24/01/2015,476,1,0,0,0,4488
647495,518,2,03/03/2015,544,1,1,0,0,6514
188117,232,7,02/02/2014,0,0,0,0,0,0
19052,296,4,31/07/2014,839,1,1,0,0,8564
103005,174,4,14/03/2013,362,1,0,0,0,3567
159701,587,3,14/05/2014,587,1,0,0,0,5151
17660,984,5,15/03/2013,605,1,0,0,0,5049
301659,669,3,30/01/2013,307,1,0,0,0,3141
562745,121,2,12/02/2013,491,1,0,0,1,4544
277365,1023,5,22/08/2014,586,1,1,0,1,5724
49125,996,6,29/06/2013,543,1,0,0,0,5539
651874,154,6,05/04/2014,721,1,0,0,0,7026
265524,209,7,17/11/2013,0,0,0,0,0,0
318075,181,7,01/06/2014,0,0,0,0,0,0
13743,321,1,04/05/2015,594,1,1,0,0,7168
658062,683,7,08/12/2013,0,0,0,0,0,0
253288,461,5,10/04/2015,414,1,0,0,1,4244
445953,815,7,07/04/2013,0,0,0,0,0,0
669133,938,5,29/05/2015,987,1,0,0,0,9043
324444,211,6,21/12/2013,1440,1,0,0,0,12406
141725,38,2,12/08/2014,400,1,0,0,1,3457
579048,911,5,19/09/2014,931,1,1,0,0,8298
342218,546,5,01/05/2015,0,0,1,a,0,0
224932,966,5,09/05/2014,677,1,1,0,0,6080
676676,149,3,03/06/2015,528,1,1,0,1,6668
301285,353,1,16/06/2014,1466,1,1,0,1,11883
621293,501,1,25/02/2013,554,1,0,0,0,4832
122572,711,1,02/03/2015,665,1,1,0,0,8599
380326,929,3,24/06/2015,567,1,0,0,0,5110
582843,25,1,29/06/2015,1781,1,1,0,1,15511
488152,340,2,18/02/2014,871,1,1,0,0,8449
440383,332,4,07/08/2014,466,1,1,0,1,4854
120252,805,5,27/06/2014,444,1,0,0,0,4615
507852,989,2,23/07/2013,515,1,0,0,0,4564
120826,578,2,15/01/2013,529,1,0,0,0,4607
115354,144,2,11/02/2014,631,1,0,0,0,5398
463465,115,7,30/06/2013,0,0,0,0,0,0
217131,879,1,17/03/2014,417,1,1,0,0,4658
180130,479,1,23/02/2015,891,1,0,0,0,6649
458810,529,1,12/08/2013,1123,1,1,0,0,11400
328930,229,2,30/06/2015,957,1,1,0,0,10521
615437,641,5,15/11/2013,518,1,0,0,0,5029
610648,1047,3,27/02/2013,458,1,0,0,0,4438
207428,722,3,24/06/2015,1173,1,0,0,0,9427
683348,61,4,09/01/2014,575,1,1,0,0,6178
338767,481,7,31/08/2014,0,0,0,0,1,0
699940,82,6,09/02/2013,575,1,0,0,0,5889
46196,304,6,18/05/2013,823,1,0,0,0,6865
205131,234,3,17/09/2014,986,1,1,0,0,8612
249835,888,2,18/03/2014,732,1,1,0,0,7327
274541,407,3,08/05/2013,336,1,0,0,0,3369
131210,535,2,22/10/2013,995,1,1,0,1,8906
